CWNS_NUM,REPORT_YEAR,2042_IND,WERF_CODE,FINAL_UNIT_PROCESS_NAME
17000614001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000615001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000615001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000615001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000615001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000616001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000616001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000617001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000617001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000617001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17000617001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000617001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000617001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000622001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000622001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000623001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000623001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000623001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000626001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000626001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000627001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000627001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000627001,2008.0,1.0,NIT,"Nitrification, Biological (Combined and BOD Reduction)"
17000627001,2012.0,1.0,TF,"Trickling Filter, Rock Media"
17000627001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000629001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000629001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000629001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000629001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000629001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000630001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000630001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000630001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000630001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17000630001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000630001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000631001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000631001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000631001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000631001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000631001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000632001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000632001,2004.0,1.0,PRIMARY,"Chemical Addition (Alum), Primary"
17000632001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17000632001,2012.0,1.0,BNR,Biological Nutrient Removal
17000632001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17000632001,2022.0,1.0,AED,"Biosolids Aerobic Digestion, Oxygen"
17000632001,2022.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
17000635001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17000635001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000635001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17000635001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000637001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
17000637001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000639001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000640001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000640001,2004.0,1.0,BIOGAS_CWNS,Biosolids Digestor Gas Utilization Facilities
17000640001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000640001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000640001,2012.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000640001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000640001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000643001,2008.0,1.0,DISINF,"Disinfection, Chlorination"
17000643001,2008.0,1.0,PRIMARY,"Sedimentation, Primary"
17000643001,2008.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000643001,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000643001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000643001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000643002,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000643002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000643002,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17000643002,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000647001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000647001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000648001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000648001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000648001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000648001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000648001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000648001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000650001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000650001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000651001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000651001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000651001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000651001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000651001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000651001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17000652001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000652001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000652001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000652001,2004.0,1.0,TF,"Trickling Filter, Plastic Media"
17000652001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000652001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000653001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000653001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000653001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000653001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000657001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000657001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000657001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17000657001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000657001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000657001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17000657001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17000657001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000657001,2012.0,1.0,BNR,Biological Nutrient Removal
17000657002,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000657002,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000657002,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000657002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000657002,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000657002,2012.0,1.0,BNR,Biological Nutrient Removal
17000658001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000658001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000658001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000658001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000658001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17000658001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000660001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000660001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000660001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000660001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000660001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000661001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000661001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000661001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17000661001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000661001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000661001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000664001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000664001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000664001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17000664001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17000664001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000665001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000665001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000665001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000665001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000667001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000667001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000667001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000667001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000667001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000667001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000667001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17000668001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000670001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000670001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000670001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000670001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000670001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17000670001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000670001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000670001,2022.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
17000670003,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000670003,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000670003,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000670003,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17000670003,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000671001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000671001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000671001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000671001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000671001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000672001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000672001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000672001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000672001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17000672001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000672001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17000673001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000673001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17000673001,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000673001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000673001,2012.0,1.0,BNR,Biological Nutrient Removal
17000673001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17000673001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000677001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000677001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000677001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000677001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000679001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000679001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000679001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
17000685001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000685001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000686001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17000686001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000688001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000688001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000689001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000689001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000689001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000689001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000689001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000690001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000690001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000690001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17000690001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000691001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000691001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000691001,2004.0,1.0,AS-OD,Reactor (Oxidation Ditch)
17000691001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000693001,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000693001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000693001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000693001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000703001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000703001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17000703001,2008.0,1.0,NIT,"Nitrification, Biological (Combined and BOD Reduction)"
17000703001,2012.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000703001,2012.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000703006,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17000703006,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000705001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17000705001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000705001,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000705001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000705001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000710001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000710001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000710001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000710001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000710002,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000710002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000711002,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000711002,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000711002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000711002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000712001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000712001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000712001,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000712001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000712001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000714001,2008.0,1.0,DISINF,"Disinfection, Chlorination"
17000715001,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000715001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000715001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17000715001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000715001,2008.0,1.0,BIO-P,"Phosphorus Removal, Biological"
17000715001,2008.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
17000715001,2012.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17000715001,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000715001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000715001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000716001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000716001,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000716001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000716001,2021.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000718001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000718001,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000718001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000718001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17000718001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000718001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000718001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000721001,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000721001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000721001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Centrifuge)
17000721001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000721001,2008.0,1.0,NIT,"Nitrification, Biological (Separate Stage)"
17000721001,2012.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000721001,2022.0,1.0,AND,"Biosolids Anaerobic Digestion, Thermophilic"
17000721001,2022.0,1.0,BIOGAS_CWNS,Biosolids Digestor Gas Utilization Facilities
17000721001,2022.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17000721002,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000721002,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000721002,2008.0,1.0,DISINF,"Disinfection, Chlorination"
17000721002,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000721002,2012.0,1.0,STBL_POND,"Pond, Stabilization"
17000721002,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17000721002,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000721005,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000721005,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17000721005,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000721005,2008.0,1.0,NIT,"Nitrification, Biological (Combined and BOD Reduction)"
17000721005,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000721005,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000721006,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000721006,2008.0,1.0,NIT,"Nitrification, Biological (Combined and BOD Reduction)"
17000721006,2008.0,1.0,PRIMARY,"Sedimentation, Primary"
17000721006,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000721006,2022.0,1.0,BIO-P,"Phosphorus Removal, Biological"
17000721007,2004.0,1.0,DEWATER,Biosolids Other Dewatering
17000721007,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17000721007,2008.0,1.0,NIT,"Nitrification, Biological (Combined and BOD Reduction)"
17000721007,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000721007,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000721008,2004.0,1.0,AS,"Activated Sludge, Conventional"
17000721008,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000721009,2004.0,1.0,BNIT,Biological Nitrification - Separate Stage
17000721009,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Centrifuge)
17000721009,2004.0,1.0,PRIMARY,"Microstrainer, Primary"
17000721009,2008.0,1.0,NIT,"Nitrification, Biological (Separate Stage)"
17000721009,2012.0,1.0,AS,"Activated Sludge, Conventional"
17000721009,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17000729001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000729001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000729001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000729002,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17000729002,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17000729002,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000729002,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17000736001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17000736001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001001001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001001001,2004.0,1.0,DISINF-UV,"Disinfection, Ultraviolet"
17001002001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001002001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001003001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001003001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001003001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001003001,2012.0,1.0,BNR,Biological Nutrient Removal
17001003001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17001003001,2012.0,1.0,NIT,"Nitrification, Biological (Other)"
17001005001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001005001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001006001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001006001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001011001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001011001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001013001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001013001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001014001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001014001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001015001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17001015001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001015001,2004.0,1.0,BS_LAGOON,Biosolids Lagoon
17001015001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001015001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17001015001,2012.0,1.0,BNR,Biological Nutrient Removal
17001015001,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17001019001,2013.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17001019002,2012.0,1.0,BNR,Biological Nutrient Removal
17001019002,2012.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
17001021001,2008.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001022001,2008.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001023001,2012.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001025001,2012.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001026001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001029001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001031001,2008.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001103001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001103001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001104001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001104001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001105001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001105001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001107001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001107001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001108001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001108001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001108001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Vacuum Filter)
17001108001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17001109001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001109001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17001109001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001109001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17001109001,2004.0,1.0,TF-RBC,Rotating Biological Contractors
17001109001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17001111001,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17001111001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001111001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001111001,2004.0,1.0,DEWATER,Biosolids Mechanical Dewatering (Filter Press)
17001111001,2004.0,1.0,PRIMARY,"Microstrainer, Primary"
17001114001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17001114001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001114001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001114001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001120001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001120001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001120001,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17001120001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001120001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17001124001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001124001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001126001,2004.0,1.0,LAGOON_AER,"Lagoon, Aerated"
17001126001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001126001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001127001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17001127001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001127001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001202001,2004.0,1.0,AS,"Activated Sludge, Contact Stabilization"
17001202001,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001202001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001203001,2004.0,1.0,AND,"Biosolids Anaerobic Digestion, Other"
17001203001,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001203001,2004.0,1.0,STBL_POND,"Pond, Stabilization"
17001203001,2004.0,1.0,TF,"Trickling Filter, Rock Media"
17001204003,2004.0,1.0,AS-EA,"Activated Sludge, Extended Aeration"
17001204003,2004.0,1.0,AED,"Biosolids Aerobic Digestion, Air"
17001204003,2004.0,1.0,DISINF,"Disinfection, Chlorination"
17001204003,2004.0,1.0,PRIMARY,"Sedimentation, Primary"
17001204003,2022.0,1.0,CHEM-P,"Phosphorus Removal, Chemical"
